order_id,payment_method,payment_status
ORD037013,Cash on Delivery,Paid
ORD037014,Credit Card,Paid
ORD037015,Credit Card,Paid
ORD037016,UPI,Paid
ORD037017,Net Banking,Paid
ORD037018,Credit Card,Paid
ORD037019,Debit Card,Refunded
ORD037020,UPI,Paid
ORD037021,Cash on Delivery,Paid
ORD037022,UPI,Paid
ORD037023,Debit Card,Paid
ORD037024,UPI,Refunded
ORD037025,Cash on Delivery,Paid
ORD037026,Cash on Delivery,Paid
ORD037027,UPI,Paid
ORD037028,UPI,Refunded
ORD037029,Debit Card,Paid
ORD037030,UPI,Paid
ORD037031,Cash on Delivery,Paid
ORD037032,Net Banking,Paid
ORD037033,UPI,Paid
ORD037034,Cash on Delivery,Paid
ORD037035,Credit Card,Refunded
ORD037036,Credit Card,Paid
ORD037037,UPI,Paid
ORD037038,UPI,Paid
ORD037039,UPI,Paid
ORD037040,Debit Card,Paid
ORD037041,Debit Card,Paid
ORD037042,Debit Card,Paid
ORD037043,UPI,Paid
ORD037044,UPI,Paid
ORD037045,Credit Card,Paid
ORD037046,Cash on Delivery,Paid
ORD037047,UPI,Paid
ORD037048,UPI,Paid
ORD037049,Debit Card,Paid
ORD037050,UPI,Paid
ORD037051,Cash on Delivery,Paid
ORD037052,Net Banking,Paid
ORD037053,UPI,Paid
ORD037054,Cash on Delivery,Paid
ORD037055,UPI,Paid
ORD037056,UPI,Paid
ORD037057,UPI,Paid
ORD037058,UPI,Refunded
ORD037059,UPI,Paid
ORD037060,UPI,Paid
ORD037061,UPI,Paid
ORD037062,UPI,Paid
ORD037063,Net Banking,Paid
ORD037064,Cash on Delivery,Failed
ORD037065,UPI,Paid
ORD037066,Credit Card,Paid
ORD037067,Credit Card,Failed
ORD037068,UPI,Refunded
ORD037069,Cash on Delivery,Paid
ORD037070,UPI,Paid
ORD037071,UPI,Paid
ORD037072,Cash on Delivery,Paid
ORD037073,Wallet,Paid
ORD037074,Debit Card,Paid
ORD037075,Cash on Delivery,Paid
ORD037076,Debit Card,Refunded
ORD037077,Debit Card,Paid
ORD037078,Cash on Delivery,Paid
ORD037079,UPI,Refunded
ORD037080,UPI,Paid
ORD037081,UPI,Paid
ORD037082,Wallet,Paid
ORD037083,UPI,Paid
ORD037084,UPI,Paid
ORD037085,UPI,Paid
ORD037086,Debit Card,Paid
ORD037087,UPI,Failed
ORD037088,UPI,Paid
ORD037089,Debit Card,Paid
ORD037090,Credit Card,Paid
ORD037091,Credit Card,Failed
ORD037092,UPI,Refunded
ORD037093,Cash on Delivery,Paid
ORD037094,Cash on Delivery,Failed
ORD037095,Wallet,Paid
ORD037096,UPI,Paid
ORD037097,UPI,Paid
ORD037098,Cash on Delivery,Paid
ORD037099,UPI,Failed
ORD037100,UPI,Paid
ORD037101,Debit Card,Paid
ORD037102,Debit Card,Refunded
ORD037103,Debit Card,Refunded
ORD037104,Net Banking,Paid
ORD037105,Debit Card,Refunded
ORD037106,Credit Card,Paid
ORD037107,UPI,Paid
ORD037108,Cash on Delivery,Paid
ORD037109,UPI,Paid
ORD037110,Debit Card,Paid
ORD037111,Cash on Delivery,Paid
ORD037112,Debit Card,Paid
ORD037113,UPI,Paid
ORD037114,Credit Card,Paid
ORD037115,UPI,Paid
ORD037116,Debit Card,Refunded
ORD037117,Cash on Delivery,Paid
ORD037118,Net Banking,Paid
ORD037119,UPI,Paid
ORD037120,Wallet,Paid
ORD037121,Debit Card,Paid
ORD037122,Wallet,Paid
ORD037123,Credit Card,Failed
ORD037124,Cash on Delivery,Refunded
ORD037125,UPI,Paid
ORD037126,UPI,Refunded
ORD037127,UPI,Paid
ORD037128,Net Banking,Paid
ORD037129,Debit Card,Paid
ORD037130,UPI,Paid
ORD037131,Credit Card,Paid
ORD037132,UPI,Paid
ORD037133,Credit Card,Paid
ORD037134,Wallet,Paid
ORD037135,Cash on Delivery,Paid
ORD037136,Cash on Delivery,Paid
ORD037137,UPI,Paid
ORD037138,Credit Card,Failed
ORD037139,Debit Card,Refunded
ORD037140,UPI,Paid
ORD037141,Debit Card,Paid
ORD037142,Cash on Delivery,Refunded
ORD037143,UPI,Paid
ORD037144,UPI,Refunded
ORD037145,Debit Card,Refunded
ORD037146,Credit Card,Paid
ORD037147,Credit Card,Paid
ORD037148,UPI,Paid
ORD037149,Credit Card,Paid
ORD037150,Cash on Delivery,Paid
ORD037151,UPI,Refunded
ORD037152,UPI,Refunded
ORD037153,UPI,Paid
ORD037154,Net Banking,Paid
ORD037155,UPI,Paid
ORD037156,Net Banking,Paid
ORD037157,UPI,Paid
ORD037158,Cash on Delivery,Paid
ORD037159,Net Banking,Paid
ORD037160,Debit Card,Paid
ORD037161,Debit Card,Paid
ORD037162,Wallet,Refunded
ORD037163,UPI,Paid
ORD037164,Cash on Delivery,Refunded
ORD037165,Debit Card,Paid
ORD037166,Net Banking,Paid
ORD037167,UPI,Paid
ORD037168,UPI,Paid
ORD037169,Net Banking,Paid
ORD037170,Debit Card,Paid
ORD037171,Net Banking,Paid
ORD037172,Cash on Delivery,Paid
ORD037173,Cash on Delivery,Paid
ORD037174,UPI,Paid
ORD037175,UPI,Refunded
ORD037176,Cash on Delivery,Paid
ORD037177,Wallet,Paid
ORD037178,Credit Card,Paid
ORD037179,UPI,Paid
ORD037180,UPI,Paid
ORD037181,Debit Card,Paid
ORD037182,Wallet,Paid
ORD037183,Debit Card,Paid
ORD037184,Credit Card,Paid
ORD037185,Wallet,Paid
ORD037186,UPI,Paid
ORD037187,Credit Card,Paid
ORD037188,Cash on Delivery,Paid
ORD037189,UPI,Paid
ORD037190,UPI,Paid
ORD037191,UPI,Paid
ORD037192,Wallet,Paid
ORD037193,Credit Card,Paid
ORD037194,UPI,Paid
ORD037195,UPI,Paid
ORD037196,UPI,Paid
ORD037197,Cash on Delivery,Failed
ORD037198,UPI,Paid
ORD037199,Credit Card,Paid
ORD037200,Net Banking,Paid
ORD037201,UPI,Paid
ORD037202,Cash on Delivery,Failed
ORD037203,UPI,Paid
ORD037204,UPI,Refunded
ORD037205,UPI,Failed
ORD037206,UPI,Paid
ORD037207,Cash on Delivery,Paid
ORD037208,Cash on Delivery,Paid
ORD037209,Debit Card,Paid
ORD037210,Debit Card,Paid
ORD037211,Cash on Delivery,Paid
ORD037212,UPI,Paid
ORD037213,Cash on Delivery,Paid
ORD037214,Net Banking,Paid
ORD037215,UPI,Refunded
ORD037216,Net Banking,Paid
ORD037217,UPI,Paid
ORD037218,Credit Card,Paid
ORD037219,Cash on Delivery,Paid
ORD037220,UPI,Paid
ORD037221,Debit Card,Paid
ORD037222,UPI,Refunded
ORD037223,UPI,Paid
ORD037224,UPI,Paid
ORD037225,Debit Card,Paid
ORD037226,Wallet,Paid
ORD037227,UPI,Paid
ORD037228,Credit Card,Paid
ORD037229,Wallet,Paid
ORD037230,Credit Card,Paid
ORD037231,Cash on Delivery,Paid
ORD037232,UPI,Refunded
ORD037233,Credit Card,Paid
ORD037234,Cash on Delivery,Paid
ORD037235,UPI,Paid
ORD037236,Cash on Delivery,Paid
ORD037237,Wallet,Paid
ORD037238,Wallet,Failed
ORD037239,UPI,Paid
ORD037240,Cash on Delivery,Paid
ORD037241,UPI,Paid
ORD037242,UPI,Paid
ORD037243,UPI,Paid
ORD037244,Debit Card,Paid
ORD037245,Credit Card,Paid
ORD037246,UPI,Paid
ORD037247,Net Banking,Refunded
ORD037248,UPI,Failed
ORD037249,Cash on Delivery,Paid
ORD037250,Net Banking,Paid
ORD037251,UPI,Refunded
ORD037252,UPI,Refunded
ORD037253,UPI,Paid
ORD037254,UPI,Paid
ORD037255,Net Banking,Paid
ORD037256,Debit Card,Paid
ORD037257,Cash on Delivery,Paid
ORD037258,Cash on Delivery,Paid
ORD037259,Cash on Delivery,Paid
ORD037260,Debit Card,Paid
ORD037261,UPI,Paid
ORD037262,Debit Card,Paid
ORD037263,UPI,Paid
ORD037264,Credit Card,Failed
ORD037265,UPI,Paid
ORD037266,Credit Card,Failed
ORD037267,Debit Card,Paid
ORD037268,UPI,Paid
ORD037269,UPI,Paid
ORD037270,UPI,Paid
ORD037271,UPI,Paid
ORD037272,UPI,Paid
ORD037273,UPI,Paid
ORD037274,Cash on Delivery,Paid
ORD037275,UPI,Paid
ORD037276,Wallet,Paid
ORD037277,Debit Card,Paid
ORD037278,Credit Card,Paid
ORD037279,UPI,Paid
ORD037280,Cash on Delivery,Paid
ORD037281,Cash on Delivery,Paid
ORD037282,Credit Card,Failed
ORD037283,Cash on Delivery,Paid
ORD037284,UPI,Paid
ORD037285,UPI,Paid
ORD037286,UPI,Paid
ORD037287,Cash on Delivery,Paid
ORD037288,Cash on Delivery,Paid
ORD037289,Cash on Delivery,Failed
ORD037290,UPI,Paid
ORD037291,Credit Card,Refunded
ORD037292,Debit Card,Paid
ORD037293,Cash on Delivery,Paid
ORD037294,Debit Card,Paid
ORD037295,Credit Card,Failed
ORD037296,UPI,Paid
ORD037297,UPI,Paid
ORD037298,UPI,Paid
ORD037299,UPI,Paid
ORD037300,Credit Card,Paid
ORD037301,UPI,Paid
ORD037302,UPI,Paid
ORD037303,Net Banking,Paid
ORD037304,Cash on Delivery,Refunded
ORD037305,Cash on Delivery,Paid
ORD037306,Net Banking,Paid
ORD037307,Cash on Delivery,Paid
ORD037308,UPI,Paid
ORD037309,UPI,Refunded
ORD037310,Debit Card,Paid
ORD037311,Net Banking,Paid
ORD037312,Net Banking,Paid
ORD037313,Net Banking,Paid
ORD037314,Credit Card,Paid
ORD037315,Cash on Delivery,Refunded
ORD037316,Net Banking,Paid
ORD037317,UPI,Paid
ORD037318,Credit Card,Paid
ORD037319,UPI,Paid
ORD037320,UPI,Paid
ORD037321,Debit Card,Paid
ORD037322,Cash on Delivery,Paid
ORD037323,Debit Card,Paid
ORD037324,UPI,Paid
ORD037325,Credit Card,Paid
ORD037326,UPI,Paid
ORD037327,Credit Card,Refunded
ORD037328,Credit Card,Refunded
ORD037329,UPI,Paid
ORD037330,Debit Card,Paid
ORD037331,Cash on Delivery,Refunded
ORD037332,UPI,Refunded
ORD037333,Wallet,Paid
ORD037334,Cash on Delivery,Paid
ORD037335,UPI,Paid
ORD037336,UPI,Paid
ORD037337,Credit Card,Paid
ORD037338,Wallet,Paid
ORD037339,UPI,Paid
ORD037340,UPI,Paid
ORD037341,Cash on Delivery,Failed
ORD037342,Credit Card,Paid
ORD037343,Credit Card,Paid
ORD037344,Credit Card,Paid
ORD037345,Credit Card,Refunded
ORD037346,Debit Card,Paid
ORD037347,Credit Card,Paid
ORD037348,Net Banking,Paid
ORD037349,UPI,Paid
ORD037350,Cash on Delivery,Paid
ORD037351,Credit Card,Paid
ORD037352,Debit Card,Paid
ORD037353,UPI,Failed
ORD037354,UPI,Paid
ORD037355,UPI,Refunded
ORD037356,UPI,Paid
ORD037357,UPI,Paid
ORD037358,Credit Card,Paid
ORD037359,Debit Card,Paid
ORD037360,UPI,Paid
ORD037361,Cash on Delivery,Paid
ORD037362,Credit Card,Paid
ORD037363,UPI,Paid
ORD037364,Net Banking,Paid
ORD037365,Debit Card,Paid
ORD037366,Net Banking,Paid
ORD037367,UPI,Paid
ORD037368,Cash on Delivery,Paid
ORD037369,UPI,Paid
ORD037370,Wallet,Paid
ORD037371,Wallet,Paid
ORD037372,Wallet,Paid
ORD037373,UPI,Paid
ORD037374,UPI,Paid
ORD037375,Credit Card,Refunded
ORD037376,UPI,Refunded
ORD037377,UPI,Paid
ORD037378,Debit Card,Paid
ORD037379,Cash on Delivery,Refunded
ORD037380,Cash on Delivery,Paid
ORD037381,Cash on Delivery,Refunded
ORD037382,Wallet,Paid
ORD037383,Credit Card,Paid
ORD037384,UPI,Paid
ORD037385,Debit Card,Paid
ORD037386,Credit Card,Refunded
ORD037387,Wallet,Paid
ORD037388,UPI,Paid
ORD037389,Debit Card,Paid
ORD037390,UPI,Paid
ORD037391,Credit Card,Paid
ORD037392,Credit Card,Paid
ORD037393,Cash on Delivery,Refunded
ORD037394,UPI,Paid
ORD037395,Wallet,Refunded
ORD037396,Cash on Delivery,Paid
ORD037397,Credit Card,Paid
ORD037398,UPI,Failed
ORD037399,Debit Card,Refunded
ORD037400,UPI,Paid
ORD037401,Credit Card,Paid
ORD037402,Debit Card,Paid
ORD037403,Cash on Delivery,Paid
ORD037404,UPI,Paid
ORD037405,Wallet,Failed
ORD037406,Debit Card,Paid
ORD037407,UPI,Paid
ORD037408,Credit Card,Paid
ORD037409,Credit Card,Paid
ORD037410,Wallet,Paid
ORD037411,Cash on Delivery,Paid
ORD037412,Net Banking,Failed
ORD037413,UPI,Paid
ORD037414,UPI,Paid
ORD037415,UPI,Paid
ORD037416,Cash on Delivery,Failed
ORD037417,Credit Card,Paid
ORD037418,Credit Card,Paid
ORD037419,UPI,Paid
ORD037420,Debit Card,Paid
ORD037421,Cash on Delivery,Paid
ORD037422,UPI,Failed
ORD037423,Cash on Delivery,Paid
ORD037424,Credit Card,Paid
ORD037425,UPI,Paid
ORD037426,Debit Card,Paid
ORD037427,Debit Card,Paid
ORD037428,Credit Card,Paid
ORD037429,Cash on Delivery,Paid
ORD037430,Debit Card,Refunded
ORD037431,Cash on Delivery,Paid
ORD037432,UPI,Paid
ORD037433,UPI,Paid
ORD037434,Debit Card,Paid
ORD037435,UPI,Paid
ORD037436,UPI,Paid
ORD037437,Debit Card,Paid
ORD037438,Credit Card,Paid
ORD037439,Wallet,Paid
ORD037440,Debit Card,Paid
ORD037441,Wallet,Paid
ORD037442,Debit Card,Paid
ORD037443,UPI,Paid
ORD037444,UPI,Failed
ORD037445,Debit Card,Paid
ORD037446,Debit Card,Paid
ORD037447,UPI,Paid
ORD037448,UPI,Paid
ORD037449,Debit Card,Paid
ORD037450,UPI,Paid
ORD037451,Credit Card,Refunded
ORD037452,Cash on Delivery,Paid
ORD037453,UPI,Paid
ORD037454,UPI,Paid
ORD037455,UPI,Paid
ORD037456,Debit Card,Failed
ORD037457,Wallet,Refunded
ORD037458,UPI,Paid
ORD037459,Net Banking,Refunded
ORD037460,Credit Card,Paid
ORD037461,Cash on Delivery,Paid
ORD037462,Cash on Delivery,Refunded
ORD037463,Net Banking,Refunded
ORD037464,Cash on Delivery,Paid
ORD037465,Debit Card,Paid
ORD037466,UPI,Paid
ORD037467,UPI,Paid
ORD037468,Debit Card,Paid
ORD037469,UPI,Paid
ORD037470,Credit Card,Paid
ORD037471,UPI,Paid
ORD037472,Credit Card,Paid
ORD037473,Cash on Delivery,Paid
ORD037474,Credit Card,Failed
ORD037475,Credit Card,Paid
ORD037476,Credit Card,Paid
ORD037477,Cash on Delivery,Paid
ORD037478,UPI,Paid
ORD037479,Debit Card,Paid
ORD037480,UPI,Paid
ORD037481,UPI,Paid
ORD037482,UPI,Paid
ORD037483,UPI,Paid
ORD037484,Credit Card,Paid
ORD037485,Credit Card,Paid
ORD037486,UPI,Paid
ORD037487,UPI,Paid
ORD037488,Wallet,Paid
ORD037489,Cash on Delivery,Paid
ORD037490,Credit Card,Paid
ORD037491,Cash on Delivery,Paid
ORD037492,Cash on Delivery,Paid
ORD037493,Wallet,Paid
ORD037494,Cash on Delivery,Refunded
ORD037495,Net Banking,Paid
ORD037496,Debit Card,Paid
ORD037497,Cash on Delivery,Paid
ORD037498,Debit Card,Paid
ORD037499,UPI,Failed
ORD037500,UPI,Paid
ORD037501,UPI,Paid
ORD037502,Credit Card,Paid
ORD037503,Credit Card,Paid
ORD037504,UPI,Paid
ORD037505,Debit Card,Paid
ORD037506,UPI,Paid
ORD037507,Credit Card,Paid
ORD037508,Debit Card,Paid
ORD037509,Net Banking,Failed
ORD037510,Debit Card,Paid
ORD037511,UPI,Paid
ORD037512,UPI,Refunded
ORD037513,Cash on Delivery,Paid
ORD037514,Credit Card,Paid
ORD037515,UPI,Paid
ORD037516,Credit Card,Paid
ORD037517,UPI,Paid
ORD037518,Cash on Delivery,Paid
ORD037519,Credit Card,Refunded
ORD037520,UPI,Failed
ORD037521,UPI,Refunded
ORD037522,Debit Card,Paid
ORD037523,Cash on Delivery,Paid
ORD037524,Cash on Delivery,Refunded
ORD037525,Debit Card,Paid
ORD037526,UPI,Paid
ORD037527,UPI,Failed
ORD037528,Debit Card,Paid
ORD037529,UPI,Paid
ORD037530,Debit Card,Paid
ORD037531,Credit Card,Paid
ORD037532,UPI,Paid
ORD037533,UPI,Paid
ORD037534,UPI,Paid
ORD037535,UPI,Paid
ORD037536,Credit Card,Paid
ORD037537,Credit Card,Paid
ORD037538,UPI,Paid
ORD037539,Debit Card,Paid
ORD037540,UPI,Refunded
ORD037541,UPI,Paid
ORD037542,UPI,Paid
ORD037543,Credit Card,Paid
ORD037544,Credit Card,Paid
ORD037545,UPI,Paid
ORD037546,Credit Card,Paid
ORD037547,UPI,Failed
ORD037548,Debit Card,Paid
ORD037549,UPI,Paid
ORD037550,UPI,Refunded
ORD037551,Credit Card,Paid
ORD037552,Net Banking,Paid
ORD037553,Net Banking,Refunded
ORD037554,UPI,Paid
ORD037555,UPI,Paid
ORD037556,Credit Card,Paid
ORD037557,UPI,Paid
ORD037558,Cash on Delivery,Paid
ORD037559,Debit Card,Failed
ORD037560,Cash on Delivery,Refunded
ORD037561,Net Banking,Paid
ORD037562,UPI,Paid
ORD037563,Credit Card,Paid
ORD037564,UPI,Paid
ORD037565,UPI,Paid
ORD037566,Debit Card,Paid
ORD037567,Credit Card,Refunded
ORD037568,Credit Card,Paid
ORD037569,UPI,Refunded
ORD037570,UPI,Paid
ORD037571,UPI,Paid
ORD037572,Credit Card,Paid
ORD037573,Cash on Delivery,Paid
ORD037574,Credit Card,Paid
ORD037575,Cash on Delivery,Refunded
ORD037576,UPI,Paid
ORD037577,Cash on Delivery,Paid
ORD037578,UPI,Paid
ORD037579,UPI,Paid
ORD037580,Debit Card,Refunded
ORD037581,Credit Card,Paid
ORD037582,Credit Card,Failed
ORD037583,Credit Card,Paid
ORD037584,Wallet,Paid
ORD037585,Cash on Delivery,Paid
ORD037586,Wallet,Paid
ORD037587,UPI,Refunded
ORD037588,Cash on Delivery,Paid
ORD037589,UPI,Refunded
ORD037590,Net Banking,Paid
ORD037591,UPI,Paid
ORD037592,Cash on Delivery,Paid
ORD037593,Wallet,Paid
ORD037594,Cash on Delivery,Paid
ORD037595,UPI,Paid
ORD037596,Cash on Delivery,Paid
ORD037597,UPI,Paid
ORD037598,UPI,Paid
ORD037599,UPI,Paid
ORD037600,Cash on Delivery,Paid
ORD037601,Wallet,Paid
ORD037602,Credit Card,Paid
ORD037603,Cash on Delivery,Paid
ORD037604,UPI,Paid
ORD037605,UPI,Paid
ORD037606,UPI,Paid
ORD037607,UPI,Failed
ORD037608,UPI,Failed
ORD037609,Cash on Delivery,Paid
ORD037610,UPI,Paid
ORD037611,UPI,Paid
ORD037612,Credit Card,Paid
ORD037613,UPI,Paid
ORD037614,Debit Card,Paid
ORD037615,UPI,Paid
ORD037616,UPI,Paid
ORD037617,Net Banking,Failed
ORD037618,Credit Card,Paid
ORD037619,Cash on Delivery,Failed
ORD037620,Cash on Delivery,Paid
ORD037621,UPI,Paid
ORD037622,UPI,Paid
ORD037623,UPI,Paid
ORD037624,Credit Card,Paid
ORD037625,UPI,Paid
ORD037626,Credit Card,Paid
ORD037627,UPI,Paid
ORD037628,UPI,Refunded
ORD037629,UPI,Paid
ORD037630,UPI,Paid
ORD037631,UPI,Paid
ORD037632,Cash on Delivery,Paid
ORD037633,Cash on Delivery,Paid
ORD037634,Net Banking,Paid
ORD037635,Credit Card,Paid
ORD037636,Cash on Delivery,Paid
ORD037637,Credit Card,Paid
ORD037638,UPI,Refunded
ORD037639,Cash on Delivery,Paid
ORD037640,Net Banking,Refunded
ORD037641,UPI,Paid
ORD037642,Net Banking,Paid
ORD037643,Debit Card,Failed
ORD037644,Debit Card,Paid
ORD037645,Cash on Delivery,Paid
ORD037646,UPI,Paid
ORD037647,UPI,Paid
ORD037648,UPI,Paid
ORD037649,Wallet,Refunded
ORD037650,Cash on Delivery,Refunded
ORD037651,Debit Card,Paid
ORD037652,Cash on Delivery,Failed
ORD037653,Credit Card,Paid
ORD037654,Credit Card,Paid
ORD037655,Credit Card,Paid
ORD037656,Cash on Delivery,Paid
ORD037657,Cash on Delivery,Failed
ORD037658,Wallet,Paid
ORD037659,UPI,Refunded
ORD037660,Cash on Delivery,Paid
ORD037661,UPI,Paid
ORD037662,Net Banking,Paid
ORD037663,UPI,Failed
ORD037664,UPI,Paid
ORD037665,Cash on Delivery,Paid
ORD037666,UPI,Paid
ORD037667,Cash on Delivery,Paid
ORD037668,UPI,Paid
ORD037669,Credit Card,Paid
ORD037670,UPI,Paid
ORD037671,Wallet,Paid
ORD037672,Cash on Delivery,Paid
ORD037673,UPI,Paid
ORD037674,UPI,Paid
ORD037675,Cash on Delivery,Paid
ORD037676,Credit Card,Paid
ORD037677,Debit Card,Paid
ORD037678,UPI,Paid
ORD037679,Cash on Delivery,Paid
ORD037680,UPI,Paid
ORD037681,Net Banking,Paid
ORD037682,Cash on Delivery,Paid
ORD037683,Debit Card,Paid
ORD037684,Credit Card,Paid
ORD037685,UPI,Paid
ORD037686,UPI,Paid
ORD037687,Net Banking,Refunded
ORD037688,Wallet,Paid
ORD037689,Net Banking,Paid
ORD037690,UPI,Paid
ORD037691,UPI,Paid
ORD037692,UPI,Paid
ORD037693,Debit Card,Paid
ORD037694,Credit Card,Paid
ORD037695,UPI,Paid
ORD037696,UPI,Paid
ORD037697,Wallet,Paid
ORD037698,UPI,Paid
ORD037699,Credit Card,Paid
ORD037700,Credit Card,Paid
ORD037701,Wallet,Paid
ORD037702,UPI,Paid
ORD037703,Cash on Delivery,Paid
ORD037704,UPI,Paid
ORD037705,Cash on Delivery,Paid
ORD037706,Debit Card,Paid
ORD037707,Debit Card,Paid
ORD037708,Debit Card,Refunded
ORD037709,Credit Card,Paid
ORD037710,UPI,Paid
ORD037711,UPI,Paid
ORD037712,Credit Card,Paid
ORD037713,UPI,Paid
ORD037714,Net Banking,Paid
ORD037715,UPI,Paid
ORD037716,Credit Card,Paid
ORD037717,UPI,Paid
ORD037718,Cash on Delivery,Paid
ORD037719,Net Banking,Paid
ORD037720,UPI,Paid
ORD037721,Credit Card,Failed
ORD037722,Credit Card,Paid
ORD037723,Net Banking,Paid
ORD037724,Wallet,Paid
ORD037725,Credit Card,Paid
ORD037726,UPI,Paid
ORD037727,Debit Card,Paid
ORD037728,Wallet,Paid
ORD037729,UPI,Paid
ORD037730,UPI,Failed
ORD037731,Debit Card,Paid
ORD037732,UPI,Refunded
ORD037733,UPI,Paid
ORD037734,Cash on Delivery,Paid
ORD037735,Debit Card,Paid
ORD037736,Credit Card,Paid
ORD037737,Debit Card,Paid
ORD037738,Debit Card,Paid
ORD037739,Debit Card,Paid
ORD037740,Wallet,Paid
ORD037741,Debit Card,Paid
ORD037742,UPI,Paid
ORD037743,Wallet,Paid
ORD037744,Cash on Delivery,Paid
ORD037745,Wallet,Paid
ORD037746,Net Banking,Paid
ORD037747,UPI,Refunded
ORD037748,UPI,Paid
ORD037749,Cash on Delivery,Paid
ORD037750,UPI,Paid
ORD037751,Debit Card,Paid
ORD037752,UPI,Paid
ORD037753,Wallet,Paid
ORD037754,UPI,Refunded
ORD037755,UPI,Paid
ORD037756,UPI,Paid
ORD037757,Cash on Delivery,Paid
ORD037758,UPI,Refunded
ORD037759,Debit Card,Paid
ORD037760,UPI,Paid
ORD037761,Wallet,Paid
ORD037762,Cash on Delivery,Paid
ORD037763,Credit Card,Paid
ORD037764,Cash on Delivery,Paid
ORD037765,UPI,Failed
ORD037766,Cash on Delivery,Paid
ORD037767,UPI,Paid
ORD037768,Net Banking,Paid
ORD037769,UPI,Paid
ORD037770,UPI,Paid
ORD037771,Debit Card,Paid
ORD037772,Net Banking,Paid
ORD037773,UPI,Paid
ORD037774,UPI,Refunded
ORD037775,UPI,Paid
ORD037776,Debit Card,Failed
ORD037777,Cash on Delivery,Paid
ORD037778,Debit Card,Paid
ORD037779,Cash on Delivery,Refunded
ORD037780,UPI,Paid
ORD037781,UPI,Paid
ORD037782,Net Banking,Paid
ORD037783,Credit Card,Paid
ORD037784,Net Banking,Paid
ORD037785,UPI,Refunded
ORD037786,UPI,Paid
ORD037787,Credit Card,Paid
ORD037788,Debit Card,Paid
ORD037789,Debit Card,Refunded
ORD037790,Cash on Delivery,Paid
ORD037791,UPI,Paid
ORD037792,Cash on Delivery,Paid
ORD037793,Net Banking,Paid
ORD037794,UPI,Paid
ORD037795,Credit Card,Paid
ORD037796,Wallet,Paid
ORD037797,Debit Card,Paid
ORD037798,UPI,Paid
ORD037799,UPI,Paid
ORD037800,UPI,Paid
ORD037801,Debit Card,Paid
ORD037802,Cash on Delivery,Paid
ORD037803,UPI,Refunded
ORD037804,Credit Card,Paid
ORD037805,UPI,Paid
ORD037806,Credit Card,Paid
ORD037807,UPI,Paid
ORD037808,Debit Card,Paid
ORD037809,Cash on Delivery,Paid
ORD037810,UPI,Paid
ORD037811,Cash on Delivery,Paid
ORD037812,Credit Card,Paid
ORD037813,Cash on Delivery,Failed
ORD037814,UPI,Paid
ORD037815,Cash on Delivery,Paid
ORD037816,Wallet,Refunded
ORD037817,Cash on Delivery,Paid
ORD037818,UPI,Paid
ORD037819,Cash on Delivery,Paid
ORD037820,Net Banking,Paid
ORD037821,Net Banking,Paid
ORD037822,Cash on Delivery,Paid
ORD037823,Debit Card,Paid
ORD037824,Credit Card,Paid
ORD037825,Debit Card,Paid
ORD037826,UPI,Paid
ORD037827,Cash on Delivery,Paid
ORD037828,Cash on Delivery,Paid
ORD037829,UPI,Paid
ORD037830,Debit Card,Paid
ORD037831,Net Banking,Paid
ORD037832,Cash on Delivery,Paid
ORD037833,Debit Card,Paid
ORD037834,Cash on Delivery,Paid
ORD037835,UPI,Paid
ORD037836,UPI,Paid
ORD037837,UPI,Paid
ORD037838,Credit Card,Paid
ORD037839,UPI,Paid
ORD037840,Wallet,Paid
ORD037841,Debit Card,Failed
ORD037842,Cash on Delivery,Paid
ORD037843,Credit Card,Failed
ORD037844,Net Banking,Paid
ORD037845,UPI,Paid
ORD037846,Credit Card,Refunded
ORD037847,UPI,Paid
ORD037848,Debit Card,Paid
ORD037849,UPI,Failed
ORD037850,Cash on Delivery,Paid
ORD037851,Net Banking,Paid
ORD037852,Cash on Delivery,Paid
ORD037853,Debit Card,Paid
ORD037854,Cash on Delivery,Paid
ORD037855,Credit Card,Paid
ORD037856,Debit Card,Paid
ORD037857,UPI,Paid
ORD037858,Credit Card,Paid
ORD037859,Wallet,Paid
ORD037860,Wallet,Paid
ORD037861,Wallet,Paid
ORD037862,Credit Card,Paid
ORD037863,UPI,Paid
ORD037864,Cash on Delivery,Paid
ORD037865,Cash on Delivery,Paid
ORD037866,Cash on Delivery,Paid
ORD037867,Credit Card,Paid
ORD037868,Net Banking,Paid
ORD037869,Credit Card,Refunded
ORD037870,UPI,Paid
ORD037871,UPI,Paid
ORD037872,UPI,Refunded
ORD037873,Credit Card,Paid
ORD037874,Cash on Delivery,Paid
ORD037875,Debit Card,Paid
ORD037876,Debit Card,Paid
ORD037877,UPI,Paid
ORD037878,Credit Card,Paid
ORD037879,Wallet,Paid
ORD037880,UPI,Paid
ORD037881,UPI,Paid
ORD037882,Credit Card,Paid
ORD037883,UPI,Refunded
ORD037884,Cash on Delivery,Paid
ORD037885,Net Banking,Paid
ORD037886,Cash on Delivery,Paid
ORD037887,UPI,Paid
ORD037888,Credit Card,Paid
ORD037889,UPI,Paid
ORD037890,Wallet,Paid
ORD037891,Credit Card,Paid
ORD037892,Net Banking,Paid
ORD037893,Wallet,Paid
ORD037894,UPI,Paid
ORD037895,Net Banking,Paid
ORD037896,Credit Card,Failed
